I1,V1,I2,V2,I3,V3,I4,V4,I5,V5,I6,V6,fault,,,,
8 ,16 ,0 ,16 ,0 ,16 ,8 ,16 ,8 ,16 ,0 ,16 ,3 ,,,,
8 ,19 ,0 ,19 ,0 ,19 ,8 ,19 ,8 ,19 ,0 ,19 ,3 ,,,,
8 ,22 ,0 ,22 ,8 ,22 ,8 ,22 ,8 ,22 ,0 ,22 ,3 ,,,,
8 ,25 ,0 ,25 ,8 ,25 ,8 ,25 ,8 ,25 ,0 ,25 ,3 ,,,,
8 ,30 ,0 ,30 ,8 ,30 ,8 ,30 ,8 ,30 ,0 ,30 ,3 ,,,,
8 ,34 ,0 ,34 ,8 ,34 ,8 ,34 ,8 ,34 ,0 ,34 ,3 ,,,,
8 ,39 ,0 ,39 ,8 ,39 ,8 ,39 ,8 ,39 ,0 ,39 ,3 ,,,,
0 ,43 ,0 ,43 ,8 ,43 ,8 ,43 ,8 ,43 ,0 ,43 ,3 ,,,,
0 ,48 ,0 ,48 ,8 ,48 ,8 ,48 ,8 ,48 ,0 ,48 ,3 ,,,,
0 ,53 ,0 ,53 ,8 ,53 ,0 ,53 ,8 ,53 ,8 ,53 ,3 ,,,,
0 ,57 ,8 ,57 ,0 ,57 ,0 ,57 ,8 ,57 ,8 ,57 ,3 ,,,,
0 ,62 ,8 ,62 ,0 ,62 ,0 ,62 ,8 ,62 ,8 ,62 ,3 ,,,,
0 ,66 ,8 ,66 ,0 ,66 ,0 ,66 ,8 ,66 ,8 ,66 ,3 ,,,,
0 ,71 ,8 ,71 ,0 ,71 ,0 ,71 ,8 ,71 ,8 ,71 ,3 ,,,,
0 ,75 ,8 ,75 ,0 ,75 ,0 ,75 ,8 ,75 ,8 ,75 ,3 ,,,,
0 ,80 ,8 ,80 ,0 ,80 ,0 ,80 ,8 ,80 ,8 ,80 ,3 ,,,,
0 ,84 ,8 ,84 ,0 ,84 ,0 ,84 ,0 ,84 ,8 ,84 ,3 ,,,,
0 ,89 ,8 ,89 ,0 ,89 ,8 ,89 ,0 ,89 ,8 ,89 ,3 ,,,,
0 ,93 ,8 ,93 ,8 ,93 ,8 ,93 ,0 ,93 ,8 ,93 ,3 ,,,,
0 ,98 ,8 ,98 ,8 ,98 ,8 ,98 ,0 ,98 ,8 ,98 ,3 ,,,,
0 ,102 ,8 ,102 ,8 ,102 ,8 ,102 ,0 ,102 ,8 ,102 ,3 ,,,,
8 ,106 ,8 ,106 ,8 ,106 ,8 ,106 ,0 ,106 ,8 ,106 ,3 ,,,,
8 ,111 ,8 ,111 ,8 ,111 ,8 ,111 ,0 ,111 ,8 ,111 ,3 ,,,,
8 ,115 ,8 ,115 ,8 ,115 ,8 ,115 ,0 ,115 ,8 ,115 ,3 ,,,,
8 ,120 ,8 ,120 ,8 ,120 ,8 ,120 ,0 ,120 ,8 ,120 ,3 ,,,,
8 ,121 ,8 ,121 ,8 ,121 ,8 ,121 ,0 ,121 ,8 ,121 ,3 ,,,,
8 ,122 ,8 ,122 ,8 ,122 ,8 ,122 ,0 ,122 ,8 ,122 ,3 ,,,,
8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,0 ,127 ,8 ,127 ,3 ,,,,
8 ,132 ,8 ,132 ,8 ,132 ,8 ,132 ,0 ,132 ,8 ,132 ,3 ,,,,
8 ,133 ,8 ,133 ,8 ,133 ,8 ,133 ,0 ,133 ,8 ,133 ,3 ,,,,
8 ,134 ,8 ,134 ,8 ,134 ,0 ,134 ,0 ,134 ,8 ,134 ,3 ,,,,
7 ,139 ,7 ,139 ,7 ,139 ,0 ,139 ,0 ,139 ,7 ,139 ,3 ,,,,
7 ,142 ,7 ,142 ,7 ,142 ,0 ,142 ,7 ,142 ,7 ,142 ,3 ,,,,
6 ,146 ,6 ,146 ,6 ,146 ,0 ,146 ,6 ,146 ,6 ,146 ,3 ,,,,
5 ,149 ,5 ,149 ,5 ,149 ,0 ,149 ,5 ,149 ,5 ,149 ,3 ,,,,
5 ,152 ,5 ,152 ,5 ,152 ,0 ,152 ,5 ,152 ,5 ,152 ,3 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,0 ,154 ,4 ,154 ,4 ,154 ,3 ,,,,
3 ,156 ,3 ,156 ,3 ,156 ,0 ,156 ,3 ,156 ,0 ,156 ,3 ,,,,
3 ,158 ,0 ,158 ,3 ,158 ,0 ,158 ,3 ,158 ,0 ,158 ,3 ,,,,
2 ,159 ,0 ,159 ,2 ,159 ,0 ,159 ,2 ,159 ,0 ,159 ,3 ,,,,
2 ,160 ,0 ,160 ,2 ,160 ,0 ,160 ,2 ,160 ,0 ,160 ,3 ,,,,
0 ,161 ,0 ,161 ,1 ,161 ,1 ,161 ,1 ,161 ,0 ,161 ,3 ,,,,
0 ,162 ,0 ,162 ,0 ,162 ,0 ,162 ,0 ,162 ,0 ,162 ,3 ,,,,
4 ,58 ,4 ,58 ,4 ,58 ,4 ,58 ,4 ,58 ,4 ,58 ,0 ,,,,
2 ,58 ,2 ,58 ,2 ,58 ,2 ,58 ,2 ,58 ,2 ,58 ,0 ,,,,
2 ,50 ,2 ,50 ,2 ,50 ,2 ,50 ,2 ,50 ,2 ,50 ,0 ,,,,
2 ,63 ,2 ,63 ,2 ,63 ,2 ,63 ,2 ,63 ,2 ,63 ,0 ,,,,
4 ,58 ,4 ,58 ,4 ,58 ,4 ,58 ,4 ,58 ,4 ,58 ,0 ,,,,
2 ,58 ,2 ,58 ,2 ,58 ,2 ,58 ,2 ,58 ,2 ,58 ,0 ,,,,
2 ,50 ,2 ,50 ,2 ,50 ,2 ,50 ,2 ,50 ,2 ,50 ,0 ,,,,
2 ,63 ,2 ,63 ,2 ,63 ,2 ,63 ,2 ,63 ,2 ,63 ,0 ,,,,
8 ,57 ,8 ,57 ,8 ,57 ,8 ,57 ,8 ,57 ,8 ,57 ,0 ,,,,
8 ,62 ,8 ,62 ,8 ,62 ,8 ,62 ,8 ,62 ,8 ,62 ,0 ,,,,
8 ,66 ,8 ,66 ,8 ,66 ,8 ,66 ,8 ,66 ,8 ,66 ,0 ,,,,
8 ,71 ,8 ,71 ,8 ,71 ,8 ,71 ,8 ,71 ,8 ,71 ,0 ,,,,
8 ,75 ,8 ,75 ,8 ,75 ,8 ,75 ,8 ,75 ,8 ,75 ,0 ,,,,
8 ,80 ,8 ,80 ,8 ,80 ,8 ,80 ,8 ,80 ,8 ,80 ,0 ,,,,
8 ,84 ,8 ,84 ,8 ,84 ,8 ,84 ,8 ,84 ,8 ,84 ,0 ,,,,
8 ,89 ,8 ,89 ,8 ,89 ,8 ,89 ,8 ,89 ,8 ,89 ,0 ,,,,
8 ,93 ,8 ,93 ,8 ,93 ,8 ,93 ,8 ,93 ,8 ,93 ,0 ,,,,
8 ,98 ,8 ,98 ,8 ,98 ,8 ,98 ,8 ,98 ,8 ,98 ,0 ,,,,
8 ,102 ,8 ,102 ,8 ,102 ,8 ,102 ,8 ,102 ,8 ,102 ,0 ,,,,
8 ,106 ,8 ,106 ,8 ,106 ,8 ,106 ,8 ,106 ,8 ,106 ,0 ,,,,
8 ,111 ,8 ,111 ,8 ,111 ,8 ,111 ,8 ,111 ,8 ,111 ,0 ,,,,
8 ,115 ,8 ,115 ,8 ,115 ,8 ,115 ,8 ,115 ,8 ,115 ,0 ,,,,
8 ,120 ,8 ,120 ,8 ,120 ,8 ,120 ,8 ,120 ,8 ,120 ,0 ,,,,
8 ,121 ,8 ,121 ,8 ,121 ,8 ,121 ,8 ,121 ,8 ,121 ,0 ,,,,
8 ,122 ,8 ,122 ,8 ,122 ,8 ,122 ,8 ,122 ,8 ,122 ,0 ,,,,
8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,0 ,,,,
8 ,132 ,8 ,132 ,8 ,132 ,8 ,132 ,8 ,132 ,8 ,132 ,0 ,,,,
8 ,133 ,8 ,133 ,8 ,133 ,8 ,133 ,8 ,133 ,8 ,133 ,0 ,,,,
8 ,134 ,8 ,134 ,8 ,134 ,8 ,134 ,8 ,134 ,8 ,134 ,0 ,,,,
7 ,139 ,7 ,139 ,7 ,139 ,7 ,139 ,7 ,139 ,7 ,139 ,0 ,,,,
7 ,142 ,7 ,142 ,7 ,142 ,7 ,142 ,7 ,142 ,7 ,142 ,0 ,,,,
6 ,146 ,6 ,146 ,6 ,146 ,6 ,146 ,6 ,146 ,6 ,146 ,0 ,,,,
5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,0 ,,,,
5 ,152 ,5 ,152 ,5 ,152 ,5 ,152 ,5 ,152 ,5 ,152 ,0 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,0 ,,,,
3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,0 ,,,,
8 ,57 ,8 ,57 ,8 ,57 ,8 ,57 ,8 ,57 ,8 ,57 ,0 ,,,,
8 ,62 ,8 ,62 ,8 ,62 ,8 ,62 ,8 ,62 ,8 ,62 ,0 ,,,,
8 ,66 ,8 ,66 ,8 ,66 ,8 ,66 ,8 ,66 ,8 ,66 ,0 ,,,,
8 ,71 ,8 ,71 ,8 ,71 ,8 ,71 ,8 ,71 ,8 ,71 ,0 ,,,,
8 ,75 ,8 ,75 ,8 ,75 ,8 ,75 ,8 ,75 ,8 ,75 ,0 ,,,,
8 ,80 ,8 ,80 ,8 ,80 ,8 ,80 ,8 ,80 ,8 ,80 ,0 ,,,,
8 ,84 ,8 ,84 ,8 ,84 ,8 ,84 ,8 ,84 ,8 ,84 ,0 ,,,,
8 ,89 ,8 ,89 ,8 ,89 ,8 ,89 ,8 ,89 ,8 ,89 ,0 ,,,,
8 ,93 ,8 ,93 ,8 ,93 ,8 ,93 ,8 ,93 ,8 ,93 ,0 ,,,,
8 ,98 ,8 ,98 ,8 ,98 ,8 ,98 ,8 ,98 ,8 ,98 ,0 ,,,,
8 ,102 ,8 ,102 ,8 ,102 ,8 ,102 ,8 ,102 ,8 ,102 ,0 ,,,,
8 ,106 ,8 ,106 ,8 ,106 ,8 ,106 ,8 ,106 ,8 ,106 ,0 ,,,,
8 ,111 ,8 ,111 ,8 ,111 ,8 ,111 ,8 ,111 ,8 ,111 ,0 ,,,,
8 ,115 ,8 ,115 ,8 ,115 ,8 ,115 ,8 ,115 ,8 ,115 ,0 ,,,,
8 ,120 ,8 ,120 ,8 ,120 ,8 ,120 ,8 ,120 ,8 ,120 ,0 ,,,,
8 ,121 ,8 ,121 ,8 ,121 ,8 ,121 ,8 ,121 ,8 ,121 ,0 ,,,,
8 ,122 ,8 ,122 ,8 ,122 ,8 ,122 ,8 ,122 ,8 ,122 ,0 ,,,,
8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,0 ,,,,
8 ,132 ,8 ,132 ,8 ,132 ,8 ,132 ,8 ,132 ,8 ,132 ,0 ,,,,
8 ,133 ,8 ,133 ,8 ,133 ,8 ,133 ,8 ,133 ,8 ,133 ,0 ,,,,
8 ,134 ,8 ,134 ,8 ,134 ,8 ,134 ,8 ,134 ,8 ,134 ,0 ,,,,
7 ,139 ,7 ,139 ,7 ,139 ,7 ,139 ,7 ,139 ,7 ,139 ,0 ,,,,
7 ,142 ,7 ,142 ,7 ,142 ,7 ,142 ,7 ,142 ,7 ,142 ,0 ,,,,
6 ,146 ,6 ,146 ,6 ,146 ,6 ,146 ,6 ,146 ,6 ,146 ,0 ,,,,
5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,0 ,,,,
5 ,152 ,5 ,152 ,5 ,152 ,5 ,152 ,5 ,152 ,5 ,152 ,0 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,0 ,,,,
3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,3 ,156 ,0 ,,,,
3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,21 ,57 ,1 ,,,,
8 ,98 ,8 ,98 ,8 ,98 ,8 ,98 ,22 ,38 ,8 ,98 ,1 ,,,,
4 ,58 ,4 ,58 ,4 ,58 ,21 ,48 ,4 ,58 ,4 ,58 ,1 ,,,,
8 ,107 ,8 ,107 ,24 ,81 ,8 ,107 ,8 ,107 ,8 ,107 ,1 ,,,,
8 ,112 ,21 ,82 ,8 ,112 ,8 ,112 ,8 ,112 ,8 ,112 ,1 ,,,,
28 ,91 ,8 ,116 ,8 ,116 ,8 ,116 ,8 ,116 ,8 ,116 ,1 ,,,,
8 ,120 ,28 ,90 ,8 ,120 ,8 ,120 ,8 ,120 ,8 ,120 ,1 ,,,,
8 ,124 ,8 ,124 ,23 ,101 ,23 ,101 ,8 ,124 ,8 ,124 ,1 ,,,,
8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,23 ,101 ,1 ,,,,
35 ,48 ,3 ,58 ,33 ,48 ,3 ,58 ,3 ,58 ,3 ,58 ,1 ,,,,
26 ,122 ,6 ,147 ,6 ,147 ,6 ,147 ,6 ,147 ,6 ,147 ,1 ,,,,
5 ,147 ,26 ,122 ,5 ,147 ,5 ,147 ,5 ,147 ,5 ,147 ,1 ,,,,
5 ,148 ,5 ,148 ,26 ,122 ,5 ,148 ,5 ,148 ,5 ,148 ,1 ,,,,
5 ,148 ,5 ,148 ,5 ,148 ,5 ,148 ,26 ,122 ,5 ,148 ,1 ,,,,
5 ,149 ,5 ,149 ,26 ,122 ,5 ,149 ,5 ,149 ,5 ,149 ,1 ,,,,
5 ,149 ,26 ,122 ,5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,1 ,,,,
5 ,149 ,5 ,149 ,5 ,149 ,26 ,122 ,5 ,149 ,5 ,149 ,1 ,,,,
5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,1 ,,,,
2 ,50 ,2 ,50 ,2 ,50 ,26 ,123 ,2 ,50 ,2 ,50 ,1 ,,,,
26 ,123 ,5 ,150 ,26 ,123 ,5 ,150 ,5 ,150 ,5 ,150 ,1 ,,,,
5 ,151 ,5 ,151 ,26 ,123 ,5 ,151 ,5 ,151 ,5 ,151 ,1 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,24 ,123 ,4 ,153 ,4 ,153 ,1 ,,,,
4 ,153 ,4 ,153 ,24 ,123 ,4 ,153 ,4 ,153 ,4 ,153 ,1 ,,,,
24 ,123 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,1 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,1 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,24 ,123 ,1 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,24 ,123 ,4 ,154 ,1 ,,,,
2 ,63 ,2 ,63 ,22 ,49 ,2 ,63 ,2 ,63 ,2 ,63 ,1 ,,,,
4 ,154 ,4 ,154 ,34 ,114 ,4 ,154 ,4 ,154 ,4 ,154 ,1 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,34 ,114 ,4 ,154 ,4 ,154 ,1 ,,,,
2 ,63 ,2 ,63 ,2 ,63 ,22 ,53 ,2 ,63 ,2 ,63 ,1 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,34 ,114 ,1 ,,,,
4 ,155 ,4 ,155 ,24 ,105 ,4 ,155 ,4 ,155 ,4 ,155 ,1 ,,,,
33 ,105 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,1 ,,,,
3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,33 ,115 ,3 ,155 ,1 ,,,,
33 ,115 ,3 ,155 ,3 ,155 ,33 ,115 ,3 ,155 ,3 ,155 ,1 ,,,,
3 ,155 ,33 ,115 ,3 ,155 ,3 ,155 ,3 ,155 ,33 ,115 ,1 ,,,,
3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,33 ,115 ,3 ,155 ,1 ,,,,
2 ,63 ,2 ,63 ,2 ,63 ,22 ,53 ,2 ,63 ,22 ,53 ,1 ,,,,
2 ,63 ,2 ,63 ,2 ,63 ,22 ,53 ,2 ,63 ,2 ,63 ,1 ,,,,
22 ,53 ,2 ,63 ,2 ,63 ,22 ,53 ,2 ,63 ,2 ,63 ,1 ,,,,
3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,3 ,157 ,21 ,57 ,1 ,,,,
8 ,98 ,8 ,98 ,8 ,98 ,8 ,98 ,22 ,38 ,8 ,98 ,1 ,,,,
4 ,58 ,4 ,58 ,4 ,58 ,21 ,48 ,4 ,58 ,4 ,58 ,1 ,,,,
8 ,107 ,8 ,107 ,24 ,81 ,8 ,107 ,8 ,107 ,8 ,107 ,1 ,,,,
8 ,112 ,21 ,82 ,8 ,112 ,8 ,112 ,8 ,112 ,8 ,112 ,1 ,,,,
28 ,91 ,8 ,116 ,8 ,116 ,8 ,116 ,8 ,116 ,8 ,116 ,1 ,,,,
8 ,120 ,28 ,90 ,8 ,120 ,8 ,120 ,8 ,120 ,8 ,120 ,1 ,,,,
8 ,124 ,8 ,124 ,23 ,101 ,23 ,101 ,8 ,124 ,8 ,124 ,1 ,,,,
8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,23 ,101 ,1 ,,,,
35 ,48 ,3 ,58 ,33 ,48 ,3 ,58 ,3 ,58 ,3 ,58 ,1 ,,,,
26 ,122 ,6 ,147 ,6 ,147 ,6 ,147 ,6 ,147 ,6 ,147 ,1 ,,,,
5 ,147 ,26 ,122 ,5 ,147 ,5 ,147 ,5 ,147 ,5 ,147 ,1 ,,,,
5 ,148 ,5 ,148 ,26 ,122 ,5 ,148 ,5 ,148 ,5 ,148 ,1 ,,,,
5 ,148 ,5 ,148 ,5 ,148 ,5 ,148 ,26 ,122 ,5 ,148 ,1 ,,,,
5 ,149 ,5 ,149 ,26 ,122 ,5 ,149 ,5 ,149 ,5 ,149 ,1 ,,,,
5 ,149 ,26 ,122 ,5 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,1 ,,,,
5 ,149 ,5 ,149 ,5 ,149 ,26 ,122 ,5 ,149 ,5 ,149 ,1 ,,,,
5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,1 ,,,,
2 ,50 ,2 ,50 ,2 ,50 ,26 ,123 ,2 ,50 ,2 ,50 ,1 ,,,,
26 ,123 ,5 ,150 ,26 ,123 ,5 ,150 ,5 ,150 ,5 ,150 ,1 ,,,,
5 ,151 ,5 ,151 ,26 ,123 ,5 ,151 ,5 ,151 ,5 ,151 ,1 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,24 ,123 ,4 ,153 ,4 ,153 ,1 ,,,,
4 ,153 ,4 ,153 ,24 ,123 ,4 ,153 ,4 ,153 ,4 ,153 ,1 ,,,,
24 ,123 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,1 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,1 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,24 ,123 ,1 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,24 ,123 ,4 ,154 ,1 ,,,,
2 ,63 ,2 ,63 ,22 ,49 ,2 ,63 ,2 ,63 ,2 ,63 ,1 ,,,,
4 ,154 ,4 ,154 ,34 ,114 ,4 ,154 ,4 ,154 ,4 ,154 ,1 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,34 ,114 ,4 ,154 ,4 ,154 ,1 ,,,,
2 ,63 ,2 ,63 ,2 ,63 ,22 ,53 ,2 ,63 ,2 ,63 ,1 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,4 ,154 ,34 ,114 ,1 ,,,,
4 ,155 ,4 ,155 ,24 ,105 ,4 ,155 ,4 ,155 ,4 ,155 ,1 ,,,,
33 ,105 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,1 ,,,,
3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,33 ,115 ,3 ,155 ,1 ,,,,
33 ,115 ,3 ,155 ,3 ,155 ,33 ,115 ,3 ,155 ,3 ,155 ,1 ,,,,
3 ,155 ,33 ,115 ,3 ,155 ,3 ,155 ,3 ,155 ,33 ,115 ,1 ,,,,
3 ,155 ,3 ,155 ,3 ,155 ,3 ,155 ,33 ,115 ,3 ,155 ,1 ,,,,
2 ,63 ,2 ,63 ,2 ,63 ,22 ,53 ,2 ,63 ,22 ,53 ,1 ,,,,
2 ,63 ,2 ,63 ,2 ,63 ,22 ,53 ,2 ,63 ,2 ,63 ,1 ,,,,
22 ,53 ,2 ,63 ,2 ,63 ,22 ,53 ,2 ,63 ,2 ,63 ,1 ,,,,
0.00 ,0.81 ,8.23 ,0.81 ,8.23 ,0.81 ,8.23 ,0.81 ,8.23 ,0.81 ,8.23 ,0.81 ,3 ,,,,
0.00 ,0.81 ,8.23 ,0.81 ,0.00 ,0.81 ,8.23 ,0.81 ,8.23 ,0.81 ,8.23 ,0.81 ,3 ,,,,
0.00 ,0.81 ,8.23 ,0.81 ,0.00 ,0.81 ,8.23 ,0.81 ,8.23 ,0.81 ,8.23 ,0.81 ,3 ,,,,
0.00 ,0.81 ,8.23 ,0.81 ,0.00 ,0.81 ,8.23 ,0.81 ,0.00 ,0.81 ,8.23 ,0.81 ,3 ,,,,
0.00 ,0.82 ,0.00 ,0.82 ,8.23 ,0.82 ,8.23 ,0.82 ,0.00 ,0.82 ,8.23 ,0.82 ,3 ,,,,
0.00 ,0.85 ,0.00 ,0.85 ,8.23 ,0.85 ,8.23 ,0.85 ,0.00 ,0.85 ,8.23 ,0.85 ,3 ,,,,
8.23 ,0.95 ,0.00 ,0.95 ,8.23 ,0.95 ,8.23 ,0.95 ,8.23 ,0.95 ,8.23 ,0.95 ,3 ,,,,
8.23 ,1.11 ,0.00 ,1.11 ,8.23 ,1.11 ,8.23 ,1.11 ,8.23 ,1.11 ,8.23 ,1.11 ,3 ,,,,
8.22 ,1.32 ,0.00 ,1.32 ,8.22 ,1.32 ,8.22 ,1.32 ,8.22 ,1.32 ,8.22 ,1.32 ,3 ,,,,
8.22 ,1.58 ,0.00 ,1.58 ,8.22 ,1.58 ,0.00 ,1.58 ,8.22 ,1.58 ,8.22 ,1.58 ,3 ,,,,
8.22 ,1.91 ,0.00 ,1.91 ,8.22 ,1.91 ,0.00 ,1.91 ,8.22 ,1.91 ,8.22 ,1.91 ,3 ,,,,
8.22 ,2.29 ,8.22 ,2.29 ,8.22 ,2.29 ,0.00 ,2.29 ,8.22 ,2.29 ,8.22 ,2.29 ,3 ,,,,
8.22 ,2.68 ,8.22 ,2.68 ,8.22 ,2.68 ,0.00 ,2.68 ,8.22 ,2.68 ,8.22 ,2.68 ,3 ,,,,
8.21 ,3.20 ,8.21 ,3.20 ,8.21 ,3.20 ,0.00 ,3.20 ,8.21 ,3.20 ,8.21 ,3.20 ,3 ,,,,
8.21 ,3.72 ,8.21 ,3.72 ,8.21 ,3.72 ,0.00 ,3.72 ,8.21 ,3.72 ,8.21 ,3.72 ,3 ,,,,
8.21 ,4.37 ,8.21 ,4.37 ,8.21 ,4.37 ,0.00 ,4.37 ,8.21 ,4.37 ,8.21 ,4.37 ,3 ,,,,
8.21 ,5.02 ,8.21 ,5.02 ,8.21 ,5.02 ,0.00 ,5.02 ,8.21 ,5.02 ,8.21 ,5.02 ,3 ,,,,
8.21 ,5.84 ,8.21 ,5.84 ,8.21 ,5.84 ,0.00 ,5.84 ,8.21 ,5.84 ,0.00 ,5.84 ,3 ,,,,
8.20 ,6.66 ,8.20 ,6.66 ,8.20 ,6.66 ,8.20 ,6.66 ,8.20 ,6.66 ,0.00 ,6.66 ,3 ,,,,
8.20 ,7.71 ,8.20 ,7.71 ,0.00 ,7.71 ,8.20 ,7.71 ,8.20 ,7.71 ,0.00 ,7.71 ,3 ,,,,
8.20 ,8.76 ,8.20 ,8.76 ,0.00 ,8.76 ,8.20 ,8.76 ,8.20 ,8.76 ,0.00 ,8.76 ,3 ,,,,
8.20 ,10.17 ,8.20 ,10.17 ,0.00 ,10.17 ,8.20 ,10.17 ,8.20 ,10.17 ,0.00 ,10.17 ,3 ,,,,
8.20 ,11.88 ,8.20 ,11.88 ,0.00 ,11.88 ,8.20 ,11.88 ,8.20 ,11.88 ,0.00 ,11.88 ,3 ,,,,
8.19 ,14.00 ,8.19 ,14.00 ,0.00 ,14.00 ,8.19 ,14.00 ,8.19 ,14.00 ,0.00 ,14.00 ,3 ,,,,
8.19 ,16.12 ,0.00 ,16.12 ,0.00 ,16.12 ,8.19 ,16.12 ,8.19 ,16.12 ,0.00 ,16.12 ,3 ,,,,
8.19 ,18.86 ,0.00 ,18.86 ,0.00 ,18.86 ,8.19 ,18.86 ,8.19 ,18.86 ,0.00 ,18.86 ,3 ,,,,
8.18 ,21.59 ,0.00 ,21.59 ,8.18 ,21.59 ,8.18 ,21.59 ,8.18 ,21.59 ,0.00 ,21.59 ,3 ,,,,
8.18 ,25.32 ,0.00 ,25.32 ,8.18 ,25.32 ,8.18 ,25.32 ,8.18 ,25.32 ,0.00 ,25.32 ,3 ,,,,
8.17 ,29.86 ,0.00 ,29.86 ,8.17 ,29.86 ,8.17 ,29.86 ,8.17 ,29.86 ,0.00 ,29.86 ,3 ,,,,
8.17 ,34.40 ,0.00 ,34.40 ,8.17 ,34.40 ,8.17 ,34.40 ,8.17 ,34.40 ,0.00 ,34.40 ,3 ,,,,
8.16 ,38.93 ,0.00 ,38.93 ,8.16 ,38.93 ,8.16 ,38.93 ,8.16 ,38.93 ,0.00 ,38.93 ,3 ,,,,
0.00 ,43.46 ,0.00 ,43.46 ,8.15 ,43.46 ,8.15 ,43.46 ,8.15 ,43.46 ,0.00 ,43.46 ,3 ,,,,
8.144,49.652,8.144,49.652,8.144,49.652,8.144,49.652,8.144,49.652,8.144,49.652,0 ,,,,
8.077,97.664,8.077,97.664,8.077,97.664,8.077,97.664,8.077,97.664,8.077,97.664,0 ,,,,
7.542,132.59,7.542,132.59,7.542,132.59,7.542,132.59,7.542,132.59,7.542,132.59,0 ,,,,
6.298,143.225,6.298,143.225,6.298,143.225,6.298,143.225,6.298,143.225,6.298,143.225,0 ,,,,
5.227,148.128,5.227,148.128,5.227,148.128,5.227,148.128,5.227,148.128,5.227,148.128,0 ,,,,
4.515,151.1,4.515,151.1,4.515,151.1,4.515,151.1,4.515,151.1,4.515,151.1,0 ,,,,
3.937,153.128,3.937,153.128,3.937,153.128,3.937,153.128,3.937,153.128,3.937,153.128,0 ,,,,
3.448,154.6,3.448,154.6,3.448,154.6,3.448,154.6,3.448,154.6,3.448,154.6,0 ,,,,
3.129,155.746,3.129,155.746,3.129,155.746,3.129,155.746,3.129,155.746,3.129,155.746,0 ,,,,
2.836,156.644,2.836,156.644,2.836,156.644,2.836,156.644,2.836,156.644,2.836,156.644,0 ,,,,
8.112,73.785,8.112,73.785,8.112,73.785,8.112,73.785,8.112,73.785,8.112,73.785,0 ,,,,
7.971,119.525,7.971,119.525,7.971,119.525,7.971,119.525,7.971,119.525,7.971,119.525,0 ,,,,
6.915,139.189,6.915,139.189,6.915,139.189,6.915,139.189,6.915,139.189,6.915,139.189,0 ,,,,
5.751,146.03,5.751,146.03,5.751,146.03,5.751,146.03,5.751,146.03,5.751,146.03,0 ,,,,
